,Unnamed: 0.1,Unnamed: 0,links,names,ratings,price for two,cuisine,area,final_reviews,area_list,cuisine_list
166,166,166,https://www.zomato.com/bangalore/ouro-brigade-road-bangalore,Ouro,New,"₹3,000 for two",european mexican desserts,ashoknagar, service great ambience thank great service,Ashok Nagar,"European, Mexican, Desserts"
167,167,167,https://www.zomato.com/bangalore/aromas-of-biryani-1-jayanagar-bangalore,Aromas Of Biryani,4.3,"₹1,000 for two",biryani north indian south indian,jayanagar,food packaging boneless chicken biryani comfort food excellent taste good wifi preparation wonderful ambience,Jayanagar,"Biryani, North Indian, South Indian"
168,168,168,https://www.zomato.com/bangalore/dishkeyaun-1-brigade-road-bangalore,Dishkeyaun,4.0,"₹2,000 for two",modern indian biryani desserts,ashoknagar, spacious dj service add fab ambience amazing service ambience moment,Ashok Nagar,"Modern Indian, Biryani, Desserts"
169,169,169,https://www.zomato.com/bangalore/asia-alive-doubletree-suites-by-hilton-sarjapur-road-bangalore,Asia Alive - DoubleTree Suites By Hilton,3.9,"₹3,500 for two",north indian south indian chinese thai italian burger sandwich beverages,sarjapur,sophisticated worth price servings brunch live music good options office dance family inclusive,Sarjapur,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich, Beverages"
170,170,170,https://www.zomato.com/bangalore/spettacolare-indiranagar-bangalore,Spettacolare,3.9,"₹1,000 for two",italian pizza pasta,indiranagar,ambiance staff experience taste good ambience ambience good family good family shortcoming fantastic service,Indiranagar,"Italian, Pizza, Pasta"
171,171,171,https://www.zomato.com/bangalore/dyu-art-cafe-koramangala-8th-block-bangalore,Dyu Art Cafe,4.3,₹850 for two,cafe continental burger sandwich pizza fast food desserts beverages,koramangala,artistic ambience homely ambience bookshelf beautiful cafe wooden interiors serene ambience affordable ambience,Koramangala,"Cafe, Continental, Burger, Sandwich, Pizza, Fast Food, Desserts, Beverages"
172,172,172,https://www.zomato.com/bangalore/khmer-kitchen-jp-nagar-bangalore,Khmer Kitchen,4.6,"₹2,500 for two",chinese asian thai japanese,jpnagar,ambience best casual dress code ambience delightful authentic service great fast nice crowd space family beautiful ambience ambience beautiful exquisite ambience,JP Nagar,"Chinese, Asian, Thai, Japanese"
173,173,173,https://www.zomato.com/bangalore/aromas-hyderabad-house-marathahalli-bangalore,Aroma's Hyderabad House,4.2,₹950 for two,hyderabadi biryani north indian mughlai chinese seafood kebab beverages,marathahalli,weekend brunch good music family crowd good wifi elaborate menu customizable food ,Marathahalli,"Hyderabadi, Biryani, North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages"
174,174,174,https://www.zomato.com/bangalore/kathpals-bannerghatta-road-bangalore,Kathpal's,4.3,"₹1,000 for two",north indian chinese biryani street food desserts beverages,bannerghatta,appetizers beautiful ambience staff behaviour interior elaborate menu weekend brunch good service nice ambience,Bannerghatta,"North Indian, Chinese, Biryani, Street Food, Desserts, Beverages"
175,175,175,https://www.zomato.com/bangalore/the-peak-2-sahakara-nagar-bangalore,The Peak,4.3,"₹1,000 for two",continental mangalorean,sahakaranagar,best view seating great place great food ambiance staff good service,Sahakara Nagar,"Continental, Mangalorean"
176,176,176,https://www.zomato.com/bangalore/lord-of-the-drinks-1-whitefield-bangalore,Lord Of The Drinks,4.0,"₹1,700 for two",finger food continental european north indian italian asian sichuan,whitefield,music feel good music beautiful ambiance music ambience good food good service service great fast ambience super cool beautiful ambience ambience dj finger ambience,Whitefield,"Finger Food, Continental, European, North Indian, Italian, Asian, Sichuan"
177,177,177,https://www.zomato.com/bangalore/blink-by-zoca-whitefield-bangalore,Blink by Zoca,3.9,"₹1,500 for two",north indian chinese thai continental,whitefield, ambience great service ambience great ambience good service amazing service ambience nominal,Whitefield,"North Indian, Chinese, Thai, Continental"
178,178,178,https://www.zomato.com/bangalore/thelagram-jp-nagar-bangalore,Thelagram,New,₹800 for two,north indian street food desserts beverages,jpnagar, ambience lively,JP Nagar,"North Indian, Street Food, Desserts, Beverages"
179,179,179,https://www.zomato.com/ArborBrewIndia,Arbor Brewing Company,4.6,"₹1,800 for two",american continental fast food beverages,brigaderoad,large place classy ambience wooden interiors brilliant ambience rock music outdoor sitting favourite pub ambience good service perfect end service,Brigade Road,"American, Continental, Fast Food, Beverages"
180,180,180,https://www.zomato.com/bangalore/toscano-varthur-main-road-whitefield-bangalore,Toscano,4.6,"₹1,800 for two",italian pizza pasta continental desserts steak seafood beverages,whitefield,comfortable seating area live music authenticity variety outdoor seating courteous staff live music friendly helpful family love,Whitefield,"Italian, Pizza, Pasta, Continental, Desserts, Steak, Seafood, Beverages"
181,181,181,https://www.zomato.com/bangalore/paragon-restaurant-since-1939-st-marks-road-bangalore,Paragon Restaurant - Since 1939,4.0,"₹1,000 for two",kerala oriental south indian chinese seafood desserts beverages,ashoknagar, great friendly great service friendly service,Ashok Nagar,"Kerala, Oriental, South Indian, Chinese, Seafood, Desserts, Beverages"
182,182,182,https://www.zomato.com/bangalore/sstella-asian-kitchen-and-bar-bannerghatta-road-bangalore,Sstella Asian Kitchen And Bar,4.5,"₹1,000 for two",asian chinese desserts beverages,bannerghatta,decor ambience music good service staff experience great ambience beautiful ambience good cocktails family great,Bannerghatta,"Asian, Chinese, Desserts, Beverages"
183,183,183,https://www.zomato.com/bangalore/shiro-lavelle-road,Shiro,4.1,"₹3,500 for two",japanese sushi asian desserts thai korean cantonese vietnamese,ashoknagar,flavorful entrees modern vibe customizable intimate setting extensive food menu sophisticated great service fine dining friendly welcome friendly click,Ashok Nagar,"Japanese, Sushi, Asian, Desserts, Thai, Korean, Cantonese, Vietnamese"
184,184,184,https://www.zomato.com/bangalore/vapour-brewpub-and-diner-sarjapur-road-bangalore,Vapour Brewpub And Diner,4.3,"₹2,200 for two",north indian continental italian european biryani salad desserts beverages,sarjapur,good rooftop ambience friendly behavior rooftop view good food good service amazing view awesome view good service good hangout friendly happy,Sarjapur,"North Indian, Continental, Italian, European, Biryani, Salad, Desserts, Beverages"
185,185,185,https://www.zomato.com/bangalore/154-breakfast-club-koramangala-4th-block-bangalore,154 Breakfast Club,3.9,"₹1,100 for two",burger cafe sandwich street food fast food pancake asian desserts,koramangala,breakfast joint quaint little place brunch decent service cleanliness good menu ,Koramangala,"Burger, Cafe, Sandwich, Street Food, Fast Food, Pancake, Asian, Desserts"
186,186,186,https://www.zomato.com/bangalore/1522-the-pub-jp-nagar-bangalore,1522 - The Pub,4.4,"₹1,800 for two",chinese north indian mughlai finger food seafood,jpnagar,affordable menu service quality food ambience nice service great steward good staff hangout typical hangout keerthan great service great ambience good service good affordable,JP Nagar,"Chinese, North Indian, Mughlai, Finger Food, Seafood"
187,187,187,https://www.zomato.com/bangalore/we-neighborhood-brigade-road-bangalore,We: Neighborhood,4.4,"₹1,400 for two",european american north indian burger pizza desserts beverages,brigaderoad,bottomless brunch lovely service perfect service good server outstanding service great services service good amazing ambience service christopher good ambience friendly ambience good music good service,Brigade Road,"European, American, North Indian, Burger, Pizza, Desserts, Beverages"
188,188,188,https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore,District 6 Pub Brewery & Kitchen,4.5,"₹2,500 for two",north indian pizza italian bar food continental asian desserts,malleshwaram,sanitised service pub counter excellent location great recommendations nice concept clean hygienic place hang family,Malleshwaram,"North Indian, Pizza, Italian, Bar Food, Continental, Asian, Desserts"
189,189,189,https://www.zomato.com/bangalore/the-fishermans-wharf-sarjapur-road,The Fisherman's Wharf,4.1,"₹1,900 for two",north indian chinese seafood goan finger food continental desserts beverages,sarjapur,play area impressive ambience live band attentive service live performances singer friendly extensive,Sarjapur,"North Indian, Chinese, Seafood, Goan, Finger Food, Continental, Desserts, Beverages"
190,190,190,https://www.zomato.com/bangalore/torye-drink-dine-dance-rajarajeshwari-nagar-bangalore,"Torye Drink, Dine & Dance",3.8,"₹2,000 for two",continental,rajarajeshwarinagar, ,Rajarajeshwari Nagar,Continental
191,191,191,https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore,Big Barrel BrewPub,4.3,"₹2,000 for two",chinese salad north indian oriental mexican italian continental beverages,rajarajeshwarinagar,welcoming smiles place good best staff great menu affordable outdoor seating nice ambience beer ambience rooftop brewery nice hangout ambience perfect ambience nice ambience amazing,Rajarajeshwari Nagar,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages"
192,192,192,https://www.zomato.com/bangalore/babylonia-global-food-cocktails-koramangala-7th-block-bangalore,Babylonia - Global Food & Cocktails,4.6,"₹1,500 for two",continental north indian asian italian mughlai mediterranean bar food desserts,koramangala,dance floor variety pizza great music rooftop great hospitality amazing service ambience service ambience great indoor outdoor good service good music great ambience,Koramangala,"Continental, North Indian, Asian, Italian, Mughlai, Mediterranean, Bar Food, Desserts"
193,193,193,https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore,Bhola & Blonde,4.0,"₹1,900 for two",north indian lucknowi mughlai biryani fast food desserts,indiranagar,good music beautiful ambiance staff behaviour excellent music ambience professional service live music best services live music,Indiranagar,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts"
194,194,194,https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore,Monk's Bar & Social,4.5,"₹1,000 for two",bar food south indian asian european italian north indian desserts beverages,btm,ambience great service good food experience live music hangout family affordable great service,BTM,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages"
195,195,195,https://www.zomato.com/bangalore/sector-144-electronic-city-bangalore,Sector 144,4.4,"₹1,100 for two",north indian chinese kebab mughlai italian fast food desserts bar food,electroniccity,elaborate menu ambiance fresh food good quality staff date night feedback dj fancy pub,Electronic City,"North Indian, Chinese, Kebab, Mughlai, Italian, Fast Food, Desserts, Bar Food"
196,196,196,https://www.zomato.com/bangalore/conçu-indiranagar-bangalore,Conçu,4.4,₹500 for two,cafe fast food,indiranagar,cafe staff value money taste ,Indiranagar,"Cafe, Fast Food"
197,197,197,https://www.zomato.com/bangalore/lono-indiranagar-bangalore,Lono,4.2,"₹1,700 for two",chinese italian continental north indian seafood pizza pasta fast food,indiranagar,swanky looking pub cover charge pet friendly ambiance great good pubtenders rooftop lounge family spacious,Indiranagar,"Chinese, Italian, Continental, North Indian, Seafood, Pizza, Pasta, Fast Food"
198,198,198,https://www.zomato.com/bangalore/flyover-drinkery-hebbal-bangalore,Flyover Drinkery,4.4,"₹1,800 for two",bar food continental oriental asian pasta north indian south indian desserts,hebbal,affordable variety pizza nice concept amazing vibe great menu ambience super cool service good amazing ambience best service good service friendly staff good ambience good friendly friendly good good music friendly helpful,Hebbal,"Bar Food, Continental, Oriental, Asian, Pasta, North Indian, South Indian, Desserts"
199,199,199,https://www.zomato.com/bangalore/1947-rajarajeshwari-nagar,1947,3.6,"₹1,200 for two",north indian desserts beverages,rajarajeshwarinagar,family favorite nice food nice service good large groups ample seating area family restaurant parking space ambience good,Rajarajeshwari Nagar,"North Indian, Desserts, Beverages"
200,200,200,https://www.zomato.com/bangalore/rooftop-at-raw-koramangala-5th-block-bangalore,Rooftop at Raw,4.0,"₹1,200 for two",continental italian mexican pizza pasta beverages,koramangala,customizable food elaborate menu great service music fresh food nice place great music cocktails mocktails beer cocktails ambience add,Koramangala,"Continental, Italian, Mexican, Pizza, Pasta, Beverages"
201,201,201,https://www.zomato.com/bangalore/pasta-street-jp-nagar-bangalore,Pasta Street,4.4,"₹1,800 for two",pasta pizza italian salad desserts beverages,jpnagar,ambience delightful amazing interiors humble staff cooperative staff helpful service awesome spot hangout pasta friendly friendly staff,JP Nagar,"Pasta, Pizza, Italian, Salad, Desserts, Beverages"
202,202,202,https://www.zomato.com/bangalore/jamavar-the-leela-palace-airport-road,Jamavar - The Leela Palace,4.3,"₹5,000 for two",north indian south indian,oldairportroad,classy place luxury open area quality food venue great recommendations service staff ambience beautiful nice service service prompt service ambience,Old Airport Road,"North Indian, South Indian"
203,203,203,https://www.zomato.com/bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore,Quattro - The Leela Bhartiya City Bengaluru,4.2,"₹3,500 for two",north indian mediterranean european,bhartiyacity,great place family great hospitality chef elaborate menu seating fresh food friendly quattro,Bhartiya City,"North Indian, Mediterranean, European"
204,204,204,https://www.zomato.com/bangalore/barbecue-by-punjab-grill-malleshwaram-bangalore,Barbecue By Punjab Grill,4.3,"₹1,600 for two",bbq mughlai north indian salad desserts,malleshwaram,live grill concept starters amazing great food great service excellent food service family place comfortable seating area ambience good,Malleshwaram,"BBQ, Mughlai, North Indian, Salad, Desserts"
205,205,205,https://www.zomato.com/bangalore/lupa-mg-road-bangalore,LUPA,3.8,"₹5,000 for two",mediterranean european italian salad desserts beverages,mgroad,vibe good music elaborate menu ambience good quality ambience service ambience good fine dining,MG Road,"Mediterranean, European, Italian, Salad, Desserts, Beverages"
206,206,206,https://www.zomato.com/bangalore/tiamo-conrad-bengaluru-ulsoor,Tiamo - Conrad Bengaluru,4.0,"₹3,000 for two",italian mediterranean fast food,ulsoor,great dates private dining room sophisticated worth price beautiful view great service ambience staff date spend spend family fresh friendly friendly staff,Ulsoor,"Italian, Mediterranean, Fast Food"
207,207,207,https://www.zomato.com/bangalore/hakuna-matata-jp-nagar,Hakuna Matata,4.5,"₹1,700 for two",north indian asian seafood chinese biryani fast food desserts beverages,jpnagar,ambience delightful romantic place outdoor ambience service great candle light dinner huge place staff friendly friendly suggest happy ambience hangout perfect hangout family friendly nargis,JP Nagar,"North Indian, Asian, Seafood, Chinese, Biryani, Fast Food, Desserts, Beverages"
208,208,208,https://www.zomato.com/bangalore/slay-coffee-bar-koramangala-5th-block-bangalore,Slay Coffee Bar,4.3,₹600 for two,cafe coffee beverages fast food,koramangala,best service clean hygienic place affordable served quickly wonderful presentation perfect presentation family choose,Koramangala,"Cafe, Coffee, Beverages, Fast Food"
209,209,209,https://www.zomato.com/bangalore/down-town-tap-room-1-brigade-road-bangalore,Down Town Tap Room,4.6,"₹1,700 for two",continental pizza burger fast food biryani desserts bar food beverages,brigaderoad,vibe great service ambience music elaborate menu great food good service decent ambience crowd music,Brigade Road,"Continental, Pizza, Burger, Fast Food, Biryani, Desserts, Bar Food, Beverages"
210,210,210,https://www.zomato.com/bangalore/neon-market-indiranagar-bangalore,Neon Market,New,"₹1,000 for two",cafe coffee japanese tea beverages,indiranagar, ,Indiranagar,"Cafe, Coffee, Japanese, Tea, Beverages"
211,211,211,https://www.zomato.com/bangalore/mainland-china-church-street,Mainland China,4.4,"₹2,000 for two",chinese sushi seafood asian japanese beverages,churchstreet,jazz music service quality food professional staff gastronomical experience great recommendations excellent hospitality good service,Church Street,"Chinese, Sushi, Seafood, Asian, Japanese, Beverages"
212,212,212,https://www.zomato.com/bangalore/fias-lounge-richmond-road-bangalore,Fia's Lounge,4.2,"₹1,500 for two",parsi lebanese beverages,richmondroad, hue ambience,Richmond Road,"Parsi, Lebanese, Beverages"
213,213,213,https://www.zomato.com/bangalore/öz-by-kebapci-lavelle-road-bangalore,Öz by Kebapci,4.6,"₹1,800 for two",turkish mediterranean middle eastern,ashoknagar,host excellent food server excellent service elaborate menu great ambience firstly ambience friendly great good service family friendly,Ashok Nagar,"Turkish, Mediterranean, Middle Eastern"
214,214,214,https://www.zomato.com/bangalore/the-kind-roastery-brew-room-jp-nagar-bangalore,The Kind Roastery & Brew Room,4.5,₹500 for two,cafe coffee desserts asian pizza tea beverages pasta,jpnagar,cozy beautiful place beautiful ambience live music good wifi weekend brunch ,JP Nagar,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta"
215,215,215,https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore,Kazé,4.5,"₹3,500 for two",japanese sushi thai asian,lavelleroad,sophisticated best view worth price amazing view beautiful view rooftop ambience service ambience great ambience friendly guide,Lavelle Road,"Japanese, Sushi, Thai, Asian"
216,216,216,https://www.zomato.com/bangalore/kyba-sushi-dim-sums-more-sahakara-nagar-bangalore,Kyba- Sushi Dim Sums & More,4.7,"₹1,400 for two",chinese thai sushi japanese asian seafood desserts,sahakaranagar,excellent service chef great service elaborate menu customizable food ambience ,Sahakara Nagar,"Chinese, Thai, Sushi, Japanese, Asian, Seafood, Desserts"
217,217,217,https://www.zomato.com/bangalore/the-kabab-studio-goldfinch-hotel-seshadripuram-bangalore,The Kabab Studio - Goldfinch Hotel,4.1,"₹1,800 for two",north indian chinese continental south indian oriental italian kebab,racecourseroad,buffet variety quality good food good ambience valet service live grill rooftop ambience great view live music,Race Course Road,"North Indian, Chinese, Continental, South Indian, Oriental, Italian, Kebab"
218,218,218,https://www.zomato.com/bangalore/lucky-chan-dimsum-sushi-parlour-indiranagar-bangalore,Lucky Chan - Dimsum & Sushi Parlour,4.5,"₹1,900 for two",japanese chinese asian desserts beverages,indiranagar,food prep time service great fast ambience super cool lovely service variety great host good service,Indiranagar,"Japanese, Chinese, Asian, Desserts, Beverages"
219,219,219,https://www.zomato.com/bangalore/oota-bangalore-whitefield,Oota Bangalore,4.9,"₹1,200 for two",mangalorean south indian salad desserts,whitefield,relaxed atmosphere authentic food good large groups ample seating area good quality food ambience super cool ambience service love service friends family,Whitefield,"Mangalorean, South Indian, Salad, Desserts"
220,220,220,https://www.zomato.com/bangalore/dock-66-1-whitefield-bangalore,Dock 66,4.2,"₹1,800 for two",north indian south indian,whitefield,concept elaborate menu young crowd main course fresh food good quality theme gastropub know cocktails,Whitefield,"North Indian, South Indian"
221,221,221,https://www.zomato.com/bangalore/the-spiceberry-bellandur-bangalore,The Spiceberry,4.4,"₹1,000 for two",north indian pasta pizza continental salad sandwich kebab desserts,bellandur,good wifi weekend brunch beautiful place vibe family crowd student crowd lunch ambience,Bellandur,"North Indian, Pasta, Pizza, Continental, Salad, Sandwich, Kebab, Desserts"
222,222,222,https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block,Hungry Hippie,4.2,"₹1,200 for two",north indian italian continental mexican pizza fast food desserts beverages,koramangala,hookah lovers romantic seating quiet sheesha happy place amazing vibe club sandwich,Koramangala,"North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages"
223,223,223,https://www.zomato.com/bangalore/rajdhani-1-whitefield-bangalore,Rajdhani,4.0,"₹1,200 for two",gujarati north indian rajasthani,whitefield,themed decor gastronomical experience good large groups food menu authentic food variety thali family friendly arrangement flavour ambience,Whitefield,"Gujarati, North Indian, Rajasthani"
224,224,224,https://www.zomato.com/bangalore/chapter-one-bar-maiin-new-bel-road-bangalore,Chapter One Bar | Maiin,4.3,"₹1,400 for two",north indian south indian chinese italian fast food finger food desserts beverages,newbelroad,service good good pubtenders ambiance music hookha live sports screening rooftop seating good ambience best pub best service service quick ambience great good hangout,New BEL Road,"North Indian, South Indian, Chinese, Italian, Fast Food, Finger Food, Desserts, Beverages"
225,225,225,https://www.zomato.com/bangalore/poco-a-poco-global-food-music-whitefield-bangalore,Poco A Poco - Global Food & Music,4.5,"₹1,000 for two",continental chinese north indian italian cafe asian south indian beverages,whitefield, lovely musical love music music good good ambience musical visit,Whitefield,"Continental, Chinese, North Indian, Italian, Cafe, Asian, South Indian, Beverages"
226,226,226,https://www.zomato.com/bangalore/white-lotus-club-sarjapur-road-bangalore,White Lotus Club,3.9,"₹2,000 for two",continental north indian chinese italian asian beverages,sarjapur,best club pubtender dance floor variety pizza ambience super cool amazing place beautiful ambience good service service visit excellent service friendly try,Sarjapur,"Continental, North Indian, Chinese, Italian, Asian, Beverages"
227,227,227,https://www.zomato.com/bangalore/bobs-bar-1-indiranagar-bangalore,Bob's Bar,4.2,"₹1,400 for two",south indian biryani sandwich desserts bakery beverages,indiranagar,price vs portion ratio good pubtenders vintage decor affordable live sports screening rooftop ambience service fast fast service ambience nice friendly ambience friendly friendly friendly vibe,Indiranagar,"South Indian, Biryani, Sandwich, Desserts, Bakery, Beverages"
228,228,228,https://www.zomato.com/bangalore/bombay-brasserie-indiranagar,Bombay Brasserie,4.5,"₹2,000 for two",north indian biryani fast food desserts tea,indiranagar,soothing ambience classy interiors valet service outdoor sitting great presentation beautiful decor nice ambience ambience good good ambience friendly price friendly staff,Indiranagar,"North Indian, Biryani, Fast Food, Desserts, Tea"
229,229,229,https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore,46 Ounces Brewgarden,4.3,"₹1,900 for two",finger food asian chinese pizza north indian fast food,electroniccity,kid friendly good pubtenders vintage decor live sports screening affordable service great fast ambience lovely service provide service good light music friendly thanks delight service,Electronic City,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food"
230,230,230,https://www.zomato.com/bangalore/sugar-factory-reloaded-koramangala-5th-block-bangalore,Sugar Factory Reloaded,4.0,"₹1,800 for two",north indian continental italian chinese asian american,koramangala,best pub dance floor variety pizza good vibe customizable dishes weekend brunch best hangout premium club family love dance lightening,Koramangala,"North Indian, Continental, Italian, Chinese, Asian, American"
231,231,231,https://www.zomato.com/bangalore/caffé-allora-kr-puram-bangalore,Caffé Allora,4.3,"₹1,500 for two",pizza italian pasta,whitefield,variety pizza great host wonderful service weekend brunch outdoor seating amazing service ,Whitefield,"Pizza, Italian, Pasta"
232,232,232,https://www.zomato.com/bangalore/easy-tiger-church-street,Easy Tiger,4.2,"₹1,700 for two",finger food continental,churchstreet,decent music free wifi fun place good view awesome music great vibe music good good music ambience good friendly easy gold service,Church Street,"Finger Food, Continental"
233,233,233,https://www.zomato.com/bangalore/yauatcha-mg-road,Yauatcha,4.4,"₹3,000 for two",chinese asian cantonese seafood tea desserts,mgroad,crispy prawn cheng fun raspberry delice mango mascarpone gateau fried turnip cake crispy duck roll sesame prawn toast good service service hassan great service,MG Road,"Chinese, Asian, Cantonese, Seafood, Tea, Desserts"
234,234,234,https://www.zomato.com/bangalore/chin-lung-resto-bar-koramangala-4th-block-bangalore,Chin Lung Resto Bar,4.1,"₹1,400 for two",bar food chinese north indian,koramangala,fantastic decoration awesome spot hangout good vibes served quickly service great healthy delicious ambience service visit ambience good ambience,Koramangala,"Bar Food, Chinese, North Indian"
235,235,235,https://www.zomato.com/bangalore/mannheim-craft-brewery-brigade-road-bangalore,Mannheim Craft Brewery,4.4,"₹1,500 for two",south indian north indian continental desserts asian,ashoknagar, evening service excellent ambience,Ashok Nagar,"South Indian, North Indian, Continental, Desserts, Asian"
236,236,236,https://www.zomato.com/bangalore/the-market-the-ritz-carlton-residency-road,The Market - The Ritz-Carlton,4.1,"₹3,000 for two",north indian european asian,ashoknagar,cooking stations sophisticated worth price luxury warm welcome relaxed atmosphere good ambience,Ashok Nagar,"North Indian, European, Asian"
237,237,237,https://www.zomato.com/bangalore/melange-marathahalli-bangalore,Melange,4.0,"₹3,500 for two",north indian south indian continental italian desserts,marathahalli,great dates private dining room sophisticated great lighting worth price affordable prices experience ambience,Marathahalli,"North Indian, South Indian, Continental, Italian, Desserts"
238,238,238,https://www.zomato.com/bangalore/zest-lavelle-road-bangalore,Zest,4.1,"₹1,800 for two",north indian mughlai kebab chinese continental desserts,lavelleroad,food service great hospitality good wifi host atmosphere elaborate menu friendly quick friendly love family surely family friends dessert service treat family dessert ambience ambience service,Lavelle Road,"North Indian, Mughlai, Kebab, Chinese, Continental, Desserts"
239,239,239,https://www.zomato.com/bangalore/animal-bar-koramangala-1st-block-bangalore,Animal Bar,3.9,"₹1,000 for two",american continental italian south indian north indian asian chinese,koramangala, affordable service good people affordable notch service best service love ambience hangout pocket great hangout,Koramangala,"American, Continental, Italian, South Indian, North Indian, Asian, Chinese"
240,240,240,https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-1-mg-road-bangalore,Boteco Restaurante Brasileiro,4.2,"₹3,500 for two",brazilian steak salad finger food desserts coffee beverages,mgroad,service great beautiful ambience elaborate menu amazing service good music server ambience service excellent ambience,MG Road,"Brazilian, Steak, Salad, Finger Food, Desserts, Coffee, Beverages"
241,241,241,https://www.zomato.com/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore,Kappa Chakka Kandhari,4.3,"₹1,800 for two",kerala south indian desserts beverages,koramangala,variety selection ambience nice service great authentic food outdoor seating elaborate menu ,Koramangala,"Kerala, South Indian, Desserts, Beverages"
242,242,242,https://www.zomato.com/bangalore/46-ounces-old-madras-road-bangalore,46 Ounces,4.4,"₹1,200 for two",north indian asian italian pizza desserts,oldmadrasroad,excellent hospitality good wifi nice food elaborate menu excellent service customizable food ambience good ambience great good service friendly staff good family good ambience friendly shout friendly service,Old Madras Road,"North Indian, Asian, Italian, Pizza, Desserts"
243,243,243,https://www.zomato.com/bangalore/smooth-criminal-koramangala-5th-block-bangalore,Smooth Criminal,3.8,"₹1,000 for two",chinese north indian pizza japanese biryani desserts beverages continental,koramangala, looter service service charge lively ambience perfect ambience ambience perfect,Koramangala,"Chinese, North Indian, Pizza, Japanese, Biryani, Desserts, Beverages, Continental"
244,244,244,https://www.zomato.com/bangalore/gabru-di-chaap-kr-puram-bangalore,Gabru Di Chaap,4.1,₹500 for two,north indian momos fast food wraps beverages,whitefield,elaborate menu fresh food ambience value money service good quality ,Whitefield,"North Indian, Momos, Fast Food, Wraps, Beverages"
245,245,245,https://www.zomato.com/bangalore/hoppipola-church-street,Hoppipola,4.1,"₹2,000 for two",continental italian chinese north indian pizza beverages,churchstreet,peach mocktail creamy mushroom pasta chicken platter thin crust pizza wine cocktails ambience good good music good ambience,Church Street,"Continental, Italian, Chinese, North Indian, Pizza, Beverages"
246,246,246,https://www.zomato.com/bangalore/secret-of-bangalore-rajarajeshwari-nagar-bangalore,Secret Of Bangalore,4.1,"₹1,600 for two",italian continental asian pizza pasta desserts beverages,rajarajeshwarinagar,good food good ambience nice atmosphere crew comfortable seating area good server best ambience service good great service friendly good,Rajarajeshwari Nagar,"Italian, Continental, Asian, Pizza, Pasta, Desserts, Beverages"
247,247,247,https://www.zomato.com/bangalore/yellow-door-the-neighbourhood-kitchen-1-koramangala-5th-block-bangalore,Yellow Door - The Neighbourhood Kitchen,4.3,"₹1,100 for two",north indian asian italian fast food,koramangala,beautiful place young crowd elaborate menu waiter customizable food good music door ambience good ambience friendly upbeat friendly tropical friendly easy family good family best,Koramangala,"North Indian, Asian, Italian, Fast Food"
248,248,248,https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore,Maya,4.3,"₹1,800 for two",asian north indian chinese thai beverages,jayanagar,courteous staffs good options art great recommendations affordable prices family crowd service excellent,Jayanagar,"Asian, North Indian, Chinese, Thai, Beverages"
249,249,249,https://www.zomato.com/bangalore/xochi-bar-and-kitchen-bellandur-bangalore,Xochi Bar And Kitchen,4.5,"₹2,500 for two",asian north indian continental,bellandur,great food service quantity quality food good services good people spacious interiors affordable ambience super cool ambience great quick service,Bellandur,"Asian, North Indian, Continental"
250,250,250,https://www.zomato.com/bangalore/the-big-baadshaah-marathahalli-bangalore,The Big Baadshaah,4.3,"₹1,900 for two",continental chinese asian north indian fast food street food desserts beverages,marathahalli,great dance floor best pub awesome music pubtender variety pizza wonderful ambience lunch ambience indoor outdoor dessert ambience,Marathahalli,"Continental, Chinese, Asian, North Indian, Fast Food, Street Food, Desserts, Beverages"
251,251,251,https://www.zomato.com/bangalore/sanadige-goldfinch-hotel-seshadripuram,Sanadige - Goldfinch Hotel,4.2,"₹1,800 for two",seafood mangalorean goan south indian north indian chinese desserts beverages,racecourseroad,great food great service comfortable seating area large servings themed decor family place courteous staff ,Race Course Road,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages"
